Year;Month;Day;Lat;Lon;Depth;Mag
1985;11;1;41,25;73,95;5;2,6
1985;11;2;41,62;69,79;5;2,7
1985;11;4;40,30;69,82;5;2,8
1985;11;5;40,30;63,08;5;2,6
1985;11;6;39,50;70,60;5;2,7
1985;11;7;40,35;63,69;5;2,9
1985;11;7;40,13;72,55;15;4,3
1985;11;8;39,50;72,80;5;3,5
1985;11;9;40,48;63,46;10;3,0
1985;11;9;41,30;71,95;15;3,1
1985;11;9;40,04;71,68;10;2,8
1985;11;9;39,72;72,20;10;3,2
1985;11;11;40,34;69,81;10;3,2
1985;11;11;40,26;63,04;5;2,6
1985;11;11;40,55;63,27;5;3,1
1985;11;12;39,92;69,77;20;2,6
1985;11;13;40,43;63,35;5;2,7
1985;11;14;39,30;66,90;5;3,1
1985;11;14;39,30;66,90;5;2,9
1985;11;14;40,39;63,32;5;2,6
1985;11;17;40,34;63,29;5;2,6
1985;11;17;40,42;63,48;5;2,8
1985;11;18;41,49;71,22;15;3,3
1985;11;18;40,29;63,08;5;3,3
1985;11;20;40,33;69,90;10;2,6
1985;11;21;40,20;63,60;10;2,6
1985;11;21;40,18;63,36;5;2,6
1985;11;21;40,33;63,10;10;2,6
1985;11;21;40,37;63,21;5;3,3
1985;11;21;40,34;63,20;5;3,1
1985;11;21;40,39;70,49;10;2,9
1985;11;21;40,27;73,62;5;3,2
1985;11;22;40,25;63,17;5;2,6
1985;11;23;40,21;63,20;10;3,8
1985;11;24;40,17;63,09;5;2,7
1985;11;24;40,29;69,49;10;2,6
1985;11;25;39,95;70,97;15;2,8
1985;11;25;39,75;69,34;15;2,7
1985;11;26;41,18;73,51;5;2,6
1985;11;27;39,64;69,40;5;2,7
1985;11;28;41,60;64,49;25;3,3
1985;11;28;41,54;64,45;5;2,6
1985;11;29;41,11;63,13;10;2,6
1985;11;29;40,92;69,68;5;2,8
1985;11;29;40,24;63,19;15;3,2
1985;11;30;39,75;69,79;5;2,6
1985;11;30;40,28;63,44;5;2,6
1985;12;1;40,21;63,11;15;3,6
1985;12;2;40,41;63,29;5;3,3
1985;12;2;40,42;63,69;5;3,3
1985;12;3;40,36;63,23;5;3,9
1985;12;4;40,32;72,60;5;3,3
1985;12;4;40,24;63,20;5;2,7
1985;12;4;40,34;63,30;5;2,6
1985;12;4;39,58;72,53;5;2,7
1985;12;5;39,50;73,80;5;2,9
1985;12;7;40,28;63,15;5;2,7
1985;12;7;40,37;63,17;5;3,1
1985;12;9;40,35;63,38;5;3,3
1985;12;11;40,28;63,14;15;3,3
1985;12;12;40,54;63,37;5;3,9
1985;12;13;40,32;63,71;10;2,8
1985;12;14;40,43;63,23;5;2,7
1985;12;14;39,74;70,49;20;3,8
1985;12;15;40,56;72,22;5;2,7
1985;12;15;40,70;65,29;20;3,7
1985;12;15;40,74;65,38;20;2,8
1985;12;17;39,80;71,47;20;3,7
1985;12;18;39,00;67,20;5;2,6
1985;12;19;40,45;63,12;5;3,0
1985;12;19;40,43;63,22;5;3,2
1985;12;20;40,02;72,44;5;2,7
1985;12;21;39,50;74,00;5;2,9
1985;12;21;40,39;63,35;5;3,4
1985;12;21;41,03;72,59;10;2,8
1985;12;21;40,42;72,43;5;2,4
1985;12;21;39,90;70,35;5;2,6
1985;12;21;41,03;72,62;10;3,6
1985;12;22;39,88;70,39;10;3,4
1985;12;23;39,67;69,85;5;2,7
1985;12;23;40,28;69,82;10;3,7
1985;12;24;39,36;66,89;10;3,1
1985;12;24;40,34;63,13;5;3,2
1985;12;24;41,01;72,54;5;2,9
1985;12;25;41,05;72,57;15;2,6
1985;12;25;41,53;64,20;20;2,6
1985;12;25;41,56;64,20;20;2,9
1985;12;25;41,60;64,10;5;2,7
1985;12;25;41,59;64,15;20;2,8
1985;12;26;41,07;72,58;10;3,1
1985;12;28;38,74;66,78;5;2,6
1985;12;28;40,17;69,80;10;2,6
1985;12;29;40,42;63,17;5;2,9
1985;12;31;41,68;70,05;5;3,0
1985;12;31;39,50;73,30;5;3,3
1986;1;1;40,51;63,30;5;3,2
1986;1;2;40,88;71,07;5;2,6
1986;1;2;40,90;71,06;5;2,6
1986;1;2;40,93;71,11;10;2,7
1986;1;2;41,17;72,83;5;2,9
1986;1;2;39,71;69,18;15;3,9
1986;1;3;39,38;67,10;5;3,0
1986;1;3;40,37;63,06;5;2,6
1986;1;3;40,37;63,15;5;2,6
1986;1;6;40,36;70,38;10;3,2
1986;1;7;39,77;69,92;5;2,6
1986;1;7;40,41;63,50;5;3,2
1986;1;7;41,24;73,27;10;2,6
1986;1;8;40,50;63,33;5;3,2
1986;1;9;40,35;63,36;5;3,4
1986;1;13;41,89;72,19;5;2,7
1986;1;17;40,33;63,37;10;2,7
1986;1;22;40,75;71,20;20;2,8
1986;1;23;40,31;63,30;10;2,8
1986;1;25;39,57;71,23;5;2,8
1986;1;27;40,32;63,18;5;3,3
1986;1;28;40,33;69,72;20;3,4
1986;1;31;40,33;63,72;15;3,0
1986;2;1;40,55;63,33;5;2,7
1986;2;4;40,36;63,71;10;2,6
1986;2;4;40,46;72,06;15;3,1
1986;2;4;39,72;69,83;5;2,6
1986;2;4;40,40;63,24;5;2,6
1986;2;8;41,13;72,63;10;2,7
1986;2;8;40,48;63,28;5;2,6
1986;2;10;41,44;71,19;15;2,7
1986;2;12;40,42;63,20;5;2,6
1986;2;12;41,86;71,96;5;3,1
1986;2;14;40,27;69,19;10;2,7
1986;2;14;40,38;63,17;5;2,9
1986;2;15;40,39;63,23;5;3,6
1986;2;15;40,31;63,13;5;3,1
1986;2;17;40,81;63,64;5;3,3
1986;2;17;40,41;63,08;5;2,9
1986;2;17;40,38;63,18;5;2,8
1986;2;18;40,90;71,13;15;2,6
1986;2;18;40,44;72,90;15;2,6
1986;2;19;40,43;72,42;15;3,9
1986;2;19;40,28;63,09;5;2,7
1986;2;19;40,35;70,27;5;2,8
1986;2;20;40,40;63,22;5;3,6
1986;2;20;41,81;72,37;15;3,2
1986;2;20;41,35;72,20;5;2,6
1986;2;20;40,40;63,16;5;2,6
1986;2;21;40,34;63,32;10;2,6
1986;2;21;41,76;71,65;5;2,7
1986;2;22;40,38;63,24;5;2,7
1986;2;22;40,52;63,29;5;2,7
1986;2;22;40,33;63,14;10;2,6
1986;2;22;41,36;69,41;5;2,7
1986;2;26;39,68;69,92;5;2,6
1986;2;26;40,26;63,06;5;2,6
1986;3;2;40,48;63,08;10;3,3
1986;3;3;40,15;63,24;15;2,6
1986;3;6;40,34;63,55;10;2,7
1986;3;8;40,39;63,18;5;2,6
1986;3;8;40,33;63,27;5;2,8
1986;3;10;40,45;63,36;5;3,1
1986;3;10;40,47;63,31;5;2,6
1986;3;12;40,31;63,73;20;2,9
1986;3;12;40,33;63,28;10;2,6
1986;3;12;40,10;73,02;10;2,8
1986;3;15;40,84;71,12;15;2,7
1986;3;17;40,38;63,10;5;2,6
1986;3;21;39,89;69,03;10;4,2
1986;3;21;39,81;69,04;5;3,1
1986;3;21;40,84;73,16;15;2,7
1986;3;22;40,32;63,18;5;3,3
1986;3;23;39,20;67,49;10;3,1
1986;3;25;40,37;63,62;15;5,3
1986;3;26;40,37;63,51;15;2,7
1986;3;26;40,38;63,23;5;3,6
1986;3;26;40,39;63,55;15;3,8
1986;3;28;39,90;69,72;15;2,6
1986;3;28;39,81;72,57;5;3,3
1986;3;28;40,86;71,08;10;3,1
1986;3;30;40,40;63,43;10;2,6
1986;3;30;40,92;71,13;20;3,8
1986;4;1;40,42;71,23;10;3,2
1986;4;1;40,29;63,12;10;2,7
1986;4;1;40,33;63,22;5;2,7
1986;4;3;38,44;67,73;10;3,4
1986;4;4;40,37;63,13;5;3,2
1986;4;5;39,53;72,95;25;3,4
1986;4;6;39,88;68,62;10;2,9
1986;4;7;40,36;63,09;5;2,6
1986;4;7;40,39;63,51;10;2,9
1986;4;7;40,47;72,20;15;3,1
1986;4;7;40,35;63,46;10;3,1
1986;4;8;40,30;63,32;10;3,1
1986;4;9;40,16;72,47;5;2,7
1986;4;9;40,63;73,51;10;3,9
1986;4;14;40,55;73,05;5;2,6
1986;4;15;40,88;73,19;5;2,6
1986;4;16;39,84;70,44;5;2,6
1986;4;16;39,88;67,64;10;2,7
1986;4;18;40,34;63,10;5;2,6
1986;4;19;39,95;67,41;10;2,6
1986;4;19;40,33;63,18;5;3,1
1986;4;20;40,36;63,14;5;2,8
1986;4;22;40,25;63,24;5;2,6
1986;4;25;40,40;63,17;5;3,4
1986;4;25;40,00;69,63;20;2,6
1986;4;25;40,37;69,73;10;3,1
1986;4;25;40,94;72,87;5;3,4
1986;4;27;40,35;63,39;10;3,3
1986;4;28;40,04;70,26;5;2,8
1986;5;1;42,07;64,57;30;3,6
1986;5;2;39,80;68,80;5;2,6
1986;5;2;40,40;63,18;5;3,2
1986;5;3;40,42;63,19;5;2,8
1986;5;6;40,84;71,10;15;3,1
1986;5;8;41,68;72,31;15;2,9
1986;5;8;40,02;70,12;5;2,7
1986;5;8;39,15;67,64;10;2,8
1986;5;9;42,05;73,24;20;2,8
1986;5;10;40,39;63,20;5;2,7
1986;5;10;40,40;63,25;5;2,8
1986;5;11;40,31;63,19;10;2,6
1986;5;11;39,91;68,13;10;2,6
1986;5;12;41,04;72,42;15;2,9
1986;5;13;39,91;69,80;5;2,7
1986;5;14;40,33;63,57;5;2,6
1986;5;14;39,66;66,37;5;3,0
1986;5;16;40,07;69,45;5;2,6
1986;5;16;41,43;71,78;15;3,4
1986;5;23;39,70;69,77;5;2,7
1986;5;26;39,13;67,13;15;2,8
1986;5;26;40,37;63,19;5;2,6
1986;5;27;40,17;72,45;5;2,6
1986;5;27;40,95;73,73;10;2,9
1986;5;28;40,36;63,04;10;2,7
1986;5;31;39,92;69,12;5;2,6
1986;6;1;40,26;63,16;5;3,6
1986;6;1;40,24;63,11;5;2,9
1986;6;2;40,44;63,19;5;2,8
1986;6;2;40,39;63,21;5;2,6
1986;6;2;40,36;63,22;10;2,9
1986;6;3;40,37;63,19;5;3,0
1986;6;7;41,77;72,32;10;2,6
1986;6;7;41,56;73,37;15;3,2
1986;6;9;39,92;69,59;5;2,6
1986;6;13;40,94;72,99;10;2,8
1986;6;13;40,40;63,14;5;2,6
1986;6;17;40,39;63,08;5;2,6
1986;6;17;42,15;69,21;10;2,9
1986;6;21;40,44;63,18;5;2,6
1986;6;23;39,88;69,78;10;2,6
1986;6;25;40,00;69,17;25;2,8
1986;6;28;42,82;70,14;10;2,9
1986;6;30;40,38;63,32;5;2,7
1986;7;3;40,22;69,33;10;2,8
1986;7;4;40,32;63,14;5;2,8
1986;7;4;40,33;71,43;15;3,4
1986;7;7;41,23;71,49;15;3,7
1986;7;13;40,18;69,74;5;2,6
1986;7;14;40,33;63,61;15;2,8
1986;7;14;41,62;72,96;20;2,6
1986;7;15;39,89;69,64;5;2,6
1986;7;15;38,66;67,84;5;2,6
1986;7;16;40,41;63,20;5;2,6
1986;7;16;39,85;69,43;15;2,6
1986;7;18;39,87;69,82;5;2,6
1986;7;23;41,29;72,23;15;2,6
1986;7;25;40,05;65,37;10;2,8
1986;7;26;40,86;73,62;10;2,7
1986;7;27;39,87;69,75;20;2,8
1986;7;27;40,93;71,15;20;3,2
1986;7;28;40,25;63,30;5;2,6
1986;7;28;41,30;72,03;15;2,7
1986;7;28;40,44;73,03;15;2,8
1986;7;29;40,91;71,14;10;2,8
1986;7;30;40,28;63,26;5;2,6
1986;7;31;40,34;63,18;5;3,1
1986;8;2;39,71;71,65;15;2,9
1986;8;3;39,55;71,31;15;2,6
1986;8;3;40,35;63,10;5;2,7
1986;8;3;40,51;63,17;5;3,0
1986;8;4;40,36;63,28;5;3,6
1986;8;5;40,35;63,18;5;2,7
1986;8;8;40,42;63,17;5;2,6
1986;8;9;40,30;63,20;5;2,6
1986;8;9;40,20;68,91;10;2,6
1986;8;10;40,41;63,12;5;2,6
1986;8;11;41,52;72,29;10;2,6
1986;8;11;40,35;63,47;15;2,7
1986;8;11;40,33;63,31;5;2,9
1986;8;14;39,91;70,35;5;2,6
1986;8;16;39,97;69,43;15;3,4
1986;8;16;41,47;73,15;10;2,6
1986;8;17;40,19;63,20;15;2,9
1986;8;22;40,21;65,41;10;2,9
1986;8;22;40,61;73,10;5;2,6
1986;8;23;40,47;63,17;5;3,0
1986;8;25;39,57;71,83;10;3,2
1986;8;27;40,27;63,22;10;2,6
1986;8;28;39,76;69,37;20;2,6
1986;8;29;40,32;63,28;5;3,4
1986;8;31;40,33;63,14;10;2,7
1986;9;1;39,87;69,74;5;2,7
1986;9;2;40,34;63,86;10;4,4
1986;9;5;38,47;66,78;15;2,6
1986;9;6;39,50;72,86;5;3,4
1986;9;8;40,32;72,71;5;2,7
1986;9;8;40,42;63,16;5;2,8
1986;9;9;39,53;72,75;5;4,1
1986;9;9;39,58;72,94;5;3,6
1986;9;10;41,34;69,04;5;3,2
1986;9;16;40,34;63,29;10;3,1
1986;9;16;40,33;63,16;5;2,6
1986;9;16;42,45;72,03;15;2,8
1986;9;17;40,38;63,62;10;2,8
1986;9;21;40,37;63,07;5;2,8
1986;9;22;39,76;69,39;10;3,1
1986;9;23;40,37;63,12;5;2,7
1986;9;24;41,75;72,60;5;3,4
1986;9;24;40,34;63,45;5;2,6
1986;9;24;40,85;71,50;20;2,6
1986;9;28;40,85;71,44;10;2,8
1986;9;28;37,36;68,36;10;2,8
1986;9;30;40,76;69,86;5;2,6
1986;9;30;39,55;69,26;5;2,8
1986;10;1;40,24;69,73;10;2,8
1986;10;2;40,53;63,43;10;2,6
1986;10;4;40,55;63,50;10;4,2
1986;10;4;40,27;63,14;15;3,9
1986;10;9;40,40;63,30;10;2,6
1986;10;10;37,10;67,29;25;2,9
1986;10;11;40,36;63,48;5;2,8
1986;10;12;40,11;69,62;15;2,9
1986;10;15;41,14;72,84;5;2,6
1986;10;16;39,85;69,69;20;2,7
1986;10;17;40,44;72,06;15;2,6
1986;10;17;41,71;72,58;20;2,6
1986;10;17;40,65;63,13;5;2,6
1986;10;19;41,63;72,63;20;4,0
1986;10;20;40,07;65,54;5;2,7
1986;10;20;39,68;69,43;5;3,1
1986;10;22;41,24;61,92;5;3,1
1986;10;23;40,38;63,16;5;3,2
1986;10;23;40,38;63,12;5;3,0
1986;10;26;41,24;73,88;5;3,4
1986;10;27;40,32;63,10;5;2,6
1986;10;28;39,77;69,74;5;2,7
1986;10;28;42,22;70,63;5;2,7
1986;10;29;40,34;63,02;5;2,6
1986;10;30;41,12;71,45;15;2,9
1986;11;1;40,42;72,02;15;2,6
1986;11;3;40,30;63,18;5;3,4
1986;11;4;40,41;63,10;5;2,7
1986;11;4;40,43;63,14;5;2,6
1986;11;5;38,34;67,83;5;3,2
1986;11;5;40,27;63,16;10;3,7
1986;11;5;38,38;67,92;5;2,8
1986;11;6;39,87;73,10;5;4,2
1986;11;6;39,60;73,00;10;4,0
1986;11;6;39,58;72,84;5;2,7
1986;11;7;39,51;73,08;5;2,6
1986;11;7;39,90;70,27;5;2,6
1986;11;8;40,02;65,78;5;2,7
1986;11;8;39,55;73,13;5;2,8
1986;11;8;40,32;63,17;10;3,2
1986;11;8;39,55;73,02;5;3,3
1986;11;10;39,77;70,35;10;3,2
1986;11;10;40,36;63,12;10;2,6
1986;11;11;40,33;63,18;5;2,6
1986;11;13;40,88;73,17;5;3,1
1986;11;15;41,30;73,47;5;2,7
1986;11;15;40,58;72,03;15;3,3
1986;11;16;37,00;65,70;15;2,9
1986;11;17;40,08;69,82;5;2,6
1986;11;18;41,43;73,36;15;3,0
1986;11;18;40,33;63,04;5;2,7
1986;11;19;40,18;71,50;15;2,8
1986;11;19;39,85;69,66;5;2,7
1986;11;19;40,98;68,42;10;2,6
1986;11;22;40,48;63,42;5;2,6
1986;11;22;41,32;72,42;15;2,9
1986;11;23;39,50;73,00;5;2,7
1986;11;25;41,30;71,91;20;3,9
1986;11;25;40,87;72,92;10;2,6
1986;11;27;40,34;63,10;10;2,7
1986;11;27;41,47;72,49;5;2,6
1986;11;28;39,50;72,58;5;2,7
1986;11;28;39,99;69,61;5;2,7
1986;11;28;39,80;69,86;10;2,7
1986;11;28;39,96;70,49;5;2,6
1986;11;28;40,41;63,43;5;2,9
1986;11;29;39,74;69,44;10;2,7
1986;11;30;40,80;73,96;5;2,6
1986;12;1;39,56;73,47;5;2,6
1986;12;1;40,32;63,26;5;3,0
1986;12;3;40,35;63,31;10;2,6
1986;12;4;40,18;73,37;5;2,7
1986;12;5;39,54;73,66;5;2,6
1986;12;6;41,70;72,97;15;2,9
1986;12;6;41,45;72,30;15;2,8
1986;12;7;39,78;72,31;15;3,4
1986;12;8;40,43;63,17;5;2,6
1986;12;8;40,24;70,15;5;2,6
1986;12;9;40,30;63,25;10;3,2
1986;12;10;40,41;63,75;10;3,3
1986;12;10;41,24;73,40;15;3,7
1986;12;11;41,90;70,60;10;3,1
1986;12;12;41,21;73,22;15;3,2
1986;12;20;39,83;69,67;5;2,6
1986;12;21;40,37;63,18;10;2,6
1986;12;22;41,21;73,00;15;2,9
1986;12;22;40,33;71,27;5;3,2
1986;12;23;40,38;71,23;15;3,4
1986;12;23;40,39;71,27;5;3,6
1986;12;23;40,37;71,31;15;2,9
1986;12;23;40,35;71,32;20;2,7
1986;12;23;40,36;71,27;5;3,2
1986;12;23;40,00;65,35;5;2,6
1986;12;24;38,58;67,75;5;2,7
1986;12;24;41,25;73,07;5;2,8
1986;12;24;40,36;63,65;10;2,6
1986;12;26;40,94;73,88;10;2,6
1986;12;27;40,35;63,10;10;2,7
1986;12;28;40,46;63,16;10;3,6
1986;12;31;40,36;63,10;5;3,0
1987;1;1;40,32;63,27;10;3,0
1987;1;2;41,72;70,29;5;2,9
1987;1;4;42,36;64,77;25;3,8
1987;1;4;39,90;69,91;5;2,7
1987;1;4;40,73;68,73;5;2,8
1987;1;4;39,61;73,93;5;3,2
1987;1;9;40,38;73,51;10;3,2
1987;1;10;39,62;68,01;15;4,3
1987;1;14;40,43;73,15;15;3,1
1987;1;16;41,00;61,20;10;4,0
1987;1;19;39,82;69,67;5;2,6
1987;1;21;42,20;69,80;5;2,6
1987;1;23;39,90;69,04;15;2,9
1987;1;24;40,36;63,49;10;2,8
1987;1;25;40,40;63,16;5;3,0
1987;1;26;39,64;73,80;5;2,9
1987;1;28;41,68;72,80;15;2,6
1987;2;2;40,33;63,28;5;3,6
1987;2;2;39,88;69,73;5;2,7
1987;2;4;42,07;72,63;15;3,6
1987;2;6;40,27;63,30;15;3,6
1987;2;6;40,44;72,00;15;2,7
1987;2;8;40,42;63,29;5;2,6
1987;2;14;40,16;71,30;15;2,6
1987;2;16;39,53;69,32;15;3,5
1987;2;16;41,03;72,66;5;2,6
1987;2;16;40,99;71,60;5;3,1
1987;2;16;40,09;71,72;15;2,9
1987;2;16;40,52;72,81;5;2,6
1987;2;17;38,19;67,24;10;2,8
1987;2;18;39,53;69,38;15;3,5
1987;2;19;39,62;73,80;10;2,6
1987;2;21;41,05;73,46;10;2,6
1987;2;24;39,65;69,84;5;2,6
1987;2;27;40,33;63,59;10;3,1
1987;2;28;38,60;66,10;10;2,6
1987;2;28;39,92;72,12;10;3,2
1987;3;1;40,21;62,96;10;2,9
1987;3;2;40,41;63,79;5;2,9
1987;3;2;39,91;69,72;5;2,6
1987;3;3;40,38;63,57;20;3,9
1987;3;3;40,06;71,25;10;2,7
1987;3;4;40,39;72,24;5;2,7
1987;3;6;39,75;69,48;5;2,6
1987;3;6;41,65;71,74;5;3,4
1987;3;10;39,83;68,47;15;3,1
1987;3;10;37,46;68,10;10;2,7
1987;3;16;39,80;69,50;5;2,6
1987;3;16;39,96;73,00;10;2,6
1987;3;16;40,42;71,24;10;2,7
1987;3;17;39,50;70,50;5;2,6
1987;3;22;39,68;73,19;5;3,2
1987;3;24;40,47;63,14;5;2,7
1987;3;24;40,01;72,15;5;3,0
1987;3;26;41,81;69,95;5;5,1
1987;4;1;39,54;69,25;10;3,5
1987;4;1;40,89;72,81;5;3,1
1987;4;2;41,78;69,95;10;2,6
1987;4;3;40,40;63,13;5;2,8
1987;4;3;40,41;63,60;5;2,6
1987;4;3;40,34;63,53;15;2,9
1987;4;4;40,99;72,91;15;2,6
1987;4;7;39,97;70,98;10;3,2
1987;4;10;40,43;63,26;5;3,6
1987;4;10;40,91;72,22;5;2,6
1987;4;11;41,03;73,58;10;2,7
1987;4;11;40,06;71,59;5;2,6
1987;4;14;41,06;72,49;5;2,9
1987;4;15;40,35;63,37;10;3,0
1987;4;15;40,38;63,10;5;2,6
1987;4;16;40,03;69,18;10;3,3
1987;4;17;40,35;63,17;10;2,6
1987;4;18;40,33;63,09;10;2,7
1987;4;20;40,35;63,43;5;2,6
1987;4;21;40,39;63,18;5;3,3
1987;4;21;42,14;69,01;5;3,3
1987;4;21;40,29;63,09;15;4,3
1987;4;28;41,51;69,90;5;2,7
1987;4;29;41,25;68,84;5;2,9
1987;5;1;40,35;72,99;5;2,6
1987;5;1;41,62;71,41;15;3,2
1987;5;1;40,29;63,12;5;2,6
1987;5;2;40,33;63,14;5;2,7
1987;5;2;40,24;63,00;5;2,7
1987;5;2;40,34;63,24;10;2,9
1987;5;2;40,29;63,26;10;2,6
1987;5;2;40,30;63,36;5;3,2
1987;5;3;40,39;63,29;5;3,2
1987;5;7;40,33;63,15;5;2,6
1987;5;14;40,42;63,59;5;2,9
1987;5;14;43,62;69,51;15;2,8
1987;5;15;41,17;72,62;10;2,6
1987;5;21;39,72;72,39;10;2,7
1987;5;21;40,60;73,70;20;2,8
1987;5;22;39,60;73,22;5;3,1
1987;5;25;40,95;71,67;15;2,8
1987;5;25;40,96;71,72;15;3,4
1987;5;25;40,96;71,72;15;2,7
1987;5;26;40,99;71,71;15;2,7
1987;5;27;42,04;70,74;10;3,4
1987;5;28;39,66;70,90;15;2,6
1987;5;29;40,38;63,29;15;4,6
1987;5;29;40,37;63,50;10;2,8
1987;5;31;41,83;64,63;5;2,6
1987;6;2;40,30;63,34;5;2,7
1987;6;3;39,49;73,72;10;2,6
1987;6;3;39,93;69,08;5;2,6
1987;6;4;40,98;71,86;10;2,7
1987;6;4;40,95;71,77;20;3,4
1987;6;4;40,94;71,77;10;2,8
1987;6;4;40,97;71,73;10;3,4
1987;6;4;40,97;71,81;15;2,9
1987;6;5;40,99;71,77;5;2,6
1987;6;6;40,32;72,76;5;2,6
1987;6;11;39,87;69,11;5;2,7
1987;6;12;41,52;72,27;5;2,6
1987;6;13;40,31;63,15;10;2,9
1987;6;13;39,71;69,22;5;3,5
1987;6;20;39,62;72,03;5;2,7
1987;6;21;40,36;63,57;15;2,6
1987;6;22;40,44;63,18;5;3,2
1987;6;23;40,91;71,12;10;2,8
1987;6;25;40,47;63,43;10;2,6
1987;6;25;40,85;73,86;5;2,6
1987;6;26;41,22;69,31;5;2,7
1987;6;27;40,88;74,00;15;3,6
1987;6;27;37,90;68,51;5;2,9
1987;7;3;40,47;63,21;5;2,6
1987;7;3;40,09;73,02;5;2,7
1987;7;3;40,14;69,03;10;2,8
1987;7;4;40,28;63,01;5;2,8
1987;7;9;39,58;67,78;10;2,7
1987;7;9;40,38;63,06;5;2,8
1987;7;9;40,00;65,38;15;2,9
1987;7;10;40,45;63,17;5;2,7
1987;7;10;40,37;63,16;5;2,9
1987;7;10;40,26;63,13;5;2,8
1987;7;10;40,33;72,92;5;2,6
1987;7;12;39,52;71,85;5;2,7
1987;7;21;41,49;73,06;5;2,8
1987;7;24;41,11;72,89;10;2,6
1987;7;25;39,91;69,77;5;2,6
1987;7;25;40,35;63,32;5;3,1
1987;7;26;40,46;63,18;5;3,1
1987;7;26;40,28;63,26;5;2,8
1987;7;27;40,33;63,38;10;2,8
1987;7;28;40,42;63,22;10;3,3
1987;7;28;39,89;69,79;5;2,8
1987;7;28;41,56;72,52;5;2,6
1987;7;30;39,63;73,30;10;3,4
1987;8;1;41,52;73,32;5;2,7
1987;8;4;40,06;73,52;10;3,2
1987;8;5;40,37;63,42;5;3,2
1987;8;5;40,27;62,85;10;2,9
1987;8;12;40,13;71,58;15;2,6
1987;8;13;40,25;63,22;5;2,8
1987;8;14;39,94;69,66;5;2,6
1987;8;16;41,05;73,76;20;2,7
1987;8;16;40,74;73,28;5;2,6
1987;8;16;41,27;72,12;5;3,4
1987;8;17;40,32;63,23;10;2,6
1987;8;17;39,80;69,30;5;2,7
1987;8;21;39,91;69,60;5;2,6
1987;8;22;40,96;73,08;5;2,6
1987;8;23;40,31;63,59;5;2,6
1987;8;23;39,52;72,96;5;2,6
1987;8;24;40,37;73,31;5;3,3
1987;8;26;40,28;63,26;5;2,7
1987;8;27;40,66;72,54;10;3,2
1987;8;30;40,47;63,23;5;2,6
1987;8;30;40,40;63,18;5;2,7
1987;8;31;39,58;67,91;5;3,2
1987;9;4;39,74;70,07;5;2,7
1987;9;6;40,27;63,54;10;2,8
1987;9;6;40,35;63,59;5;2,7
1987;9;6;40,62;70,33;5;2,7
1987;9;7;40,37;63,48;5;2,6
1987;9;15;41,10;73,26;5;3,3
1987;9;16;40,89;73,40;15;2,7
1987;9;19;40,32;63,14;10;2,6
1987;9;22;40,25;71,22;5;2,6
1987;9;22;40,04;65,34;5;2,6
1987;9;25;39,37;67,23;5;2,7
1987;9;25;40,32;63,13;5;2,6
1987;9;26;41,43;72,15;5;2,6
1987;9;28;40,28;63,34;15;2,7
1987;9;28;39,82;66,30;15;2,9
1987;10;1;40,35;63,54;15;2,9
1987;10;3;39,94;69,68;5;2,7
1987;10;7;40,30;63,41;15;2,9
1987;10;9;40,37;63,48;10;2,6
1987;10;9;42,86;70,13;15;3,0
1987;10;10;42,19;72,37;15;3,1
1987;10;11;41,89;72,41;15;3,6
1987;10;12;41,72;72,55;15;3,5
1987;10;13;40,79;69,73;10;2,6
1987;10;13;40,29;63,25;5;2,9
1987;10;14;39,94;70,45;5;4,2
1987;10;18;42,18;70,10;20;4,2
1987;10;19;41,93;72,88;10;2,7
1987;10;20;40,00;71,04;10;3,2
1987;10;21;41,79;72,85;5;2,7
1987;10;21;39,68;71,87;5;2,7
1987;10;22;39,65;73,88;10;2,7
1987;10;23;41,54;73,30;15;3,9
1987;10;24;39,50;73,56;5;3,0
1987;10;25;41,09;72,19;10;2,6
1987;10;26;41,77;72,89;5;2,6
1987;10;26;40,39;63,26;5;2,6
1987;10;27;41,84;71,87;5;2,7
1987;10;27;40,78;69,70;5;2,7
1987;10;30;42,42;73,16;15;3,0
1987;10;30;40,33;63,08;5;2,6
1987;11;2;40,34;62,99;5;2,6
1987;11;4;39,69;69,89;5;2,6
1987;11;5;40,31;63,31;10;2,7
1987;11;9;40,37;63,59;5;2,6
1987;11;9;40,23;70,04;10;3,7
1987;11;10;39,74;69,79;5;2,7
1987;11;10;39,55;73,61;5;2,7
1987;11;12;41,65;73,02;5;2,7
1987;11;14;40,61;63,55;10;2,6
1987;11;15;40,18;63,83;10;3,3
1987;11;15;40,24;71,67;5;2,7
1987;11;16;40,31;63,12;15;4,7
1987;11;16;40,31;63,11;5;3,1
1987;11;16;40,31;63,57;15;3,1
1987;11;16;40,36;63,66;15;4,4
1987;11;17;40,37;63,57;10;2,7
1987;11;17;40,36;63,61;5;2,6
1987;11;18;40,30;63,27;10;2,8
1987;11;19;40,37;63,68;15;4,4
1987;11;19;40,38;63,59;5;3,4
1987;11;19;40,34;63,59;10;2,8
1987;11;19;40,35;63,56;5;2,9
1987;11;20;40,91;71,18;15;2,7
1987;11;20;40,36;63,62;5;3,2
1987;11;20;40,31;63,10;15;4,6
1987;11;20;41,73;71,75;5;2,9
1987;11;23;40,32;62,99;5;3,6
1987;11;26;40,22;63,33;5;3,2
1987;11;26;41,91;71,91;15;3,4
1987;11;28;40,34;63,48;15;3,5
